1550259774.1789885::@Zedd @Spotify @katyperry It\u2019s been on repeat! I have it streaming on Spotify for when I\u2019m at work and on bought it\u2026 https:\/\/t.co\/TaTHZZBbKJ","display_text_range":[26,140],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/iphone\" rel=\"nofollow\"\u003eTwitter for iPhone\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":1096478716937392129,"in_reply_to_status_id_str":"1096478716937392129","in_reply_to_user_id":155705264,"in_reply_to_user_id_str":"155705264","in_reply_to_screen_name":"Zedd","user":{"id":64371587,"id_str":"64371587","name":"Stephanie","screen_name":"sweetsteph09","location":"California","url":"http:\/\/zedd.me\/365Video","description":"Plays with puppies and kittens full time. Used to travel to see @Zedd live #76showsin4yrs \u2764\ufe0f #yearofZedd http:\/\/www.zeddlifestyle.com  http:\/\/Zedd.net\/calitour","translator_type":"none","protected":false,"verified":false,"followers_count":318,"friends_count":159,"listed_count":7,"favourites_count":5516,"statuses_count":11787,"created_at":"Mon Aug 10 10:05:12 +0000 2009","utc_offset":null,"time_zone":null,"geo_enabled":true,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"131516","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme14\/bg.gif","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme14\/bg.gif","profile_background_tile":true,"profile_link_color":"579999","profile_sidebar_border_color":"EEEEEE","profile_sidebar_fill_color":"F7F4F7","profile_text_color":"0F010F","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/1088578819265458176\/4KnXN07N_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/1088578819265458176\/4KnXN07N_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/64371587\/1550211105","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@Zedd @Spotify @katyperry It\u2019s been on repeat! I have it streaming on Spotify for when I\u2019m at work and on bought it on iTunes for when I\u2019m on the road. #365ZeddXKatyPerry #365AllTheTime","display_text_range":[26,185],"entities":{"hashtags":[{"text":"365ZeddXKatyPerry","indices":[152,170]},{"text":"365AllTheTime","indices":[171,185]}],"urls":[],"user_mentions":[{"screen_name":"Zedd","name":"Zedd","id":155705264,"id_str":"155705264","indices":[0,5]},{"screen_name":"Spotify","name":"Spotify","id":17230018,"id_str":"17230018","indices":[6,14]},{"screen_name":"katyperry","name":"KATY PERRY","id":21447363,"id_str":"21447363","indices":[15,25]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/TaTHZZBbKJ","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/1096495057744539648","display_url":"twitter.com\/i\/web\/status\/1\u2026","indices":[117,140]}],"user_mentions":[{"screen_name":"Zedd","name":"Zedd","id":155705264,"id_str":"155705264","indices":[0,5]},{"screen_name":"Spotify","name":"Spotify","id":17230018,"id_str":"17230018","indices":[6,14]},{"screen_name":"katyperry","name":"KATY PERRY","id":21447363,"id_str":"21447363","indices":[15,25]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1550259768316"}

1550259774.1789885::RT @CharlieAngusNDP: We are one month into state of emergency at Cat Lake.\n100 children have been identified with health problems. \nThe gov\u2026
1550259774.506243::New property just listed in 46074 https:\/\/t.co\/l3R1epnqni
1550259774.7343347::RT @HenryFernandez: \u201cWhen God is in it, there is no limit.\u201d \ud83c\udfb6\ud83c\udfb5 ~Israel Houghton .\n.\nSee @IsraelHoughton in South Florida on February 21-22,\u2026
1550259774.881323::RT @VandalsSoccer: Jeremy is out on the road, looking for the next great Vandal! Catch him this weekend in Houston! \n\n#GoVandals https:\/\/t.\u2026
1550259775.2669525::RT @RobGMacfarlane: The 120-yr-old Chelsea Elm in Sheffield has at last been saved from the axe. I've stood under this astonishing tree in\u2026
1550259775.4910266::RT @MaristMBB: It's #GameDay! We're on the road at Quinnipiac - 8 p.m. tip. #GoRedFoxes #maachoops https:\/\/t.co\/yqsJTFSkQv
1550259776.0396621::RT @ABC: A herd of elk waded through rising water caused by heavy rainfall and melting snow in Oregon, where road closures and a state of e\u2026
1550259776.864215::RT @shepstar88: A big thank you to Grace Hoskins from @NorthworthyT and @northworthy_t who delivered a fantastic session on management toda\u2026
1550259777.4544642::RT @1Romans58: .@POTUS could have called out Paul Ryan but took the high road\n\nI'm not a politician so I'll say it for him\n\nRyan was a Neo-\u2026
1550259777.5079508::RT @thisdayqueen: On this day (February 15) in 1975, Roger modelled clothes from Kensington Market &amp; King's Road boutiques for 'Disc'. http\u2026
1550259778.6100197::@blueyedanbichy @davideportcity @HatterBanter @Fifimiami1 It's only nice on the internet lol we've stopped walking\u2026 https:\/\/t.co\/LVshyL6crQ","display_text_range":[58,140],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/android\" rel=\"nofollow\"\u003eTwitter for Android\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":1096471861515304960,"in_reply_to_status_id_str":"1096471861515304960","in_reply_to_user_id":966531469828022272,"in_reply_to_user_id_str":"966531469828022272","in_reply_to_screen_name":"blueyedanbichy","user":{"id":1075848410610196481,"id_str":"1075848410610196481","name":"Option#3 \ud83e\udd11","screen_name":"Javimarroquin3","location":"Willingly moved to DE","url":null,"description":"TM2 Javi's last resort. Options 1&2 didn't want him but I needed that \ud83d\udcb0 so I popped out a pussylips-jr #parody","translator_type":"none","protected":false,"verified":false,"followers_count":128,"friends_count":50,"listed_count":0,"favourites_count":1792,"statuses_count":983,"created_at":"Thu Dec 20 20:20:24 +0000 2018","utc_offset":null,"time_zone":null,"geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"F5F8FA","profile_background_image_url":"","profile_background_image_url_https":"","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/1075855581653684226\/MHom_XS5_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/1075855581653684226\/MHom_XS5_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/1075848410610196481\/1545339203","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@blueyedanbichy @davideportcity @HatterBanter @Fifimiami1 It's only nice on the internet lol we've stopped walking down the whole road where my daughter goes to school because of the crime rate down there, a guy was stabbed and beaten just because he was gay. Since that happened we've went the long way around to avoid it","display_text_range":[58,322],"entities":{"hashtags":[],"urls":[],"user_mentions":[{"screen_name":"blueyedanbichy","name":"KSTibbs","id":966531469828022272,"id_str":"966531469828022272","indices":[0,15]},{"screen_name":"davideportcity","name":"seen_you wiff keiffah","id":64389826,"id_str":"64389826","indices":[16,31]},{"screen_name":"HatterBanter","name":"Hatter Banter \ud83c\udfa9\ud83d\udde3","id":967017918285434881,"id_str":"967017918285434881","indices":[32,45]},{"screen_name":"Fifimiami1","name":"Sloth \ud83d\ude34","id":929718571399303169,"id_str":"929718571399303169","indices":[46,57]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/LVshyL6crQ","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/1096495076509925388","display_url":"twitter.com\/i\/web\/status\/1\u2026","indices":[116,139]}],"user_mentions":[{"screen_name":"blueyedanbichy","name":"KSTibbs","id":966531469828022272,"id_str":"966531469828022272","indices":[0,15]},{"screen_name":"davideportcity","name":"seen_you wiff keiffah","id":64389826,"id_str":"64389826","indices":[16,31]},{"screen_name":"HatterBanter","name":"Hatter Banter \ud83c\udfa9\ud83d\udde3","id":967017918285434881,"id_str":"967017918285434881","indices":[32,45]},{"screen_name":"Fifimiami1","name":"Sloth \ud83d\ude34","id":929718571399303169,"id_str":"929718571399303169","indices":[46,57]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1550259772790"}

1550259779.3117561::@Gloryguy @Markstacey13 @YouTube @mamayid They are cult heroes over here been on the road close to 30 years take a\u2026 https:\/\/t.co\/xeajhkqMEB","display_text_range":[42,140],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/iphone\" rel=\"nofollow\"\u003eTwitter for iPhone\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":1096494817478094851,"in_reply_to_status_id_str":"1096494817478094851","in_reply_to_user_id":85907603,"in_reply_to_user_id_str":"85907603","in_reply_to_screen_name":"Gloryguy","user":{"id":1113031825,"id_str":"1113031825","name":"Jonathan McDonald","screen_name":"jonathan_coys","location":"Ireland\ud83c\uddee\ud83c\uddeaSomeday Florida\ud83c\uddfa\ud83c\uddf8","url":null,"description":"Spurs to the bone. Trying to see the world on lesser traveled roads and fill up our passports \ud83c\udf0e What\u2019s the point without Kodi a mad bunch of misfits \ud83d\ude02\ud83d\udca5\ud83d\udc4a\ud83c\udffb\ud83d\udca5","translator_type":"none","protected":false,"verified":false,"followers_count":245,"friends_count":475,"listed_count":8,"favourites_count":7667,"statuses_count":6509,"created_at":"Wed Jan 23 00:39:49 +0000 2013","utc_offset":null,"time_zone":null,"geo_enabled":true,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"000000","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_tile":false,"profile_link_color":"3B94D9","profile_sidebar_border_color":"000000","profile_sidebar_fill_color":"000000","profile_text_color":"000000","profile_use_background_image":false,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/1094682206746959872\/q29PmDUj_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/1094682206746959872\/q29PmDUj_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/1113031825\/1549920907","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@Gloryguy @Markstacey13 @YouTube @mamayid They are cult heroes over here been on the road close to 30 years take a listen love to know what you think","display_text_range":[42,149],"entities":{"hashtags":[],"urls":[],"user_mentions":[{"screen_name":"Gloryguy","name":"Gloryguy","id":85907603,"id_str":"85907603","indices":[0,9]},{"screen_name":"Markstacey13","name":"stas73","id":3439771283,"id_str":"3439771283","indices":[10,23]},{"screen_name":"YouTube","name":"YouTube","id":10228272,"id_str":"10228272","indices":[24,32]},{"screen_name":"mamayid","name":"RMCD","id":979773588562726912,"id_str":"979773588562726912","indices":[33,41]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/xeajhkqMEB","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/1096495079445929984","display_url":"twitter.com\/i\/web\/status\/1\u2026","indices":[116,139]}],"user_mentions":[{"screen_name":"Gloryguy","name":"Gloryguy","id":85907603,"id_str":"85907603","indices":[0,9]},{"screen_name":"Markstacey13","name":"stas73","id":3439771283,"id_str":"3439771283","indices":[10,23]},{"screen_name":"YouTube","name":"YouTube","id":10228272,"id_str":"10228272","indices":[24,32]},{"screen_name":"mamayid","name":"RMCD","id":979773588562726912,"id_str":"979773588562726912","indices":[33,41]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1550259773490"}

1550259779.6974192::I definitely won\u2019t be taking any road trips if I\u2019m required to drive. That\u2019s so dead. After today, I hate sitting in the car
1550259781.0410223::RT @nanokyanon_1212: \u3010\u304a\u77e5\u3089\u305b\u3011\n\u3042\u3093\u3055\u3093\u3076\u308b\u30b9\u30bf\u30fc\u30ba\uff01on stage  \u6700\u65b0\u4f5c\n\u300eDistraction road\u300f\u306b\u51fa\u6f14\u3059\u308b\u4e8b\u304c\u6c7a\u307e\u308a\u307e\u3057\u305f\uff01\n\u4eca\u4f5c\u3067\u306fUNDEAD\u304c\u30e1\u30a4\u30f3\u3068\u3057\u3066\u3084\u3089\u3055\u305b\u3066\u9802\u304d\u307e\u3059\uff01\n\u3064\u3044\u306b\u3053\u306e\u6642\u304c\u6765\u305f\u2026 https:\/\/t.co\/0\u2026
1550259782.2645786::Road trip \ud83d\ude43
1550259782.3024938::RT @BellaLack: Thousands and thousands of young people just unexpectedly spilled onto the road in one of the largest youth protests against\u2026
1550259782.4186504::RT @benmurraybruce: Not just home for the elections but also inspecting Akassa ring road which I am building for my people. https:\/\/t.co\/Xq\u2026
1550259782.8829098::RT @mattroddy_: Driving in Kentucky is like:\n\n  \u2600\ufe0f\u26c8\u2744\ufe0f\u2600\ufe0f\u26c8\u2744\ufe0f\n      |         ||        |            ________________\n\ud83c\udf33 |  \ud83d\ude98  ||  \ud83d\udd73 | \ud83e\udd8c   |\u2026
1550259783.0099466::RT @policemonitor: Solidarity activists have marched from London to Wales, to highlight the hundreds of Kurdish hunger strikers worldwide w\u2026
1550259783.2376578::RT @citizentvkenya: 9 killed in grisly accident on Kericho-Nakuru road https:\/\/t.co\/nGDoHfnxm3
1550259783.7946057::US 101 also impacted by hail and snow.
1550259784.243677::#TRAFFIC: Everything has opened up at Speedvale Avenue and Edinburgh Road #GuelphTraffic #Guelph
1550259784.3442564::RT @benmurraybruce: Not just home for the elections but also inspecting Akassa ring road which I am building for my people. https:\/\/t.co\/Xq\u2026
1550259784.4290545::RT @startrekeire: I've finally got around to listening to an @inglorioustrek podcast. I jumped in on \"It's been a long road: Revisiting Ent\u2026
1550259784.5077045::RT @jclough84: Please retweet\n\nMy dads white ford transit van MA12 HWK was stole during the night from greenfield road St. Helens, my dads\u2026
1550259784.9018764::RT @ABC: A herd of elk waded through rising water caused by heavy rainfall and melting snow in Oregon, where road closures and a state of e\u2026
1550259785.1192808::The amount of times people stop me on road thinking I\u2019m Ruben Loftus-Cheek is acc unbelievable
1550259785.5106616::RT @OnehandDanzo: Live Now road to 500 onehandplayer \nhttps:\/\/t.co\/9mPttly8Nu            \n#SmallStreamersConnect #RoadToAffiliate #Fortnite\u2026
